datelabel,beat,CrimeType,Incidents,Latitude,Longitude
11/13/2014,J1,Burglary,9,47.67680873,-122.337901
11/13/2014,B2,Autotheft,9,47.67905116,-122.39175
11/13/2014,U3,Autotheft,9,47.66600663,-122.3122063
11/13/2014,O1,Burglary,9,47.58228464,-122.3118019
11/13/2014,R1,Burglary,9,47.57581055,-122.2887105
11/13/2014,R2,Burglary,9,47.56228391,-122.3042432
11/13/2014,S3,Burglary,9,47.50935216,-122.2595453
11/13/2014,F3,Burglary,9,47.52610349,-122.3363907
11/13/2014,W2,Burglary,9,47.56070534,-122.3869494
11/13/2014,K2,Assault,9,47.59989128,-122.3268156
11/13/2014,Q2,Burglary,9,47.64285158,-122.3626752
11/13/2014,Q3,Autotheft,9,47.62697867,-122.3628092
11/13/2014,K2,Robbery,9,47.59989128,-122.3268156
12/13/2014,B1,Autotheft,9,47.70977611,-122.3709884
12/13/2014,J2,Autotheft,9,47.66133568,-122.3638216
12/13/2014,L2,Autotheft,9,47.70955732,-122.3036621
12/13/2014,R3,Burglary,9,47.55279355,-122.2682133
12/13/2014,O1,Autotheft,9,47.58228464,-122.3118019
12/13/2014,K2,Assault,9,47.59989128,-122.3268156
12/13/2014,M2,Robbery,9,47.61461326,-122.3402772
10/13/2014,C1,Burglary,10,47.63424905,-122.3156873
10/13/2014,G1,Burglary,10,47.60913583,-122.3079013
10/13/2014,S3,Burglary,10,47.50935216,-122.2595453
10/13/2014,R1,Autotheft,10,47.57581055,-122.2887105
10/13/2014,S1,Autotheft,10,47.54393199,-122.2864787
10/13/2014,F2,Burglary,10,47.52544871,-122.3658197
10/13/2014,F3,Burglary,10,47.52610349,-122.3363907
10/13/2014,F2,Autotheft,10,47.52544871,-122.3658197
10/13/2014,W2,Autotheft,10,47.56070534,-122.3869494
10/13/2014,Q2,Burglary,10,47.64285158,-122.3626752
11/13/2014,L2,Burglary,10,47.70955732,-122.3036621
11/13/2014,U2,Burglary,10,47.65855295,-122.3065966
11/13/2014,S1,Burglary,10,47.54393199,-122.2864787
12/13/2014,C1,Autotheft,10,47.63424905,-122.3156873
12/13/2014,J1,Burglary,10,47.67680873,-122.337901
12/13/2014,J2,Burglary,10,47.66133568,-122.3638216
12/13/2014,L3,Burglary,10,47.68085475,-122.2770349
12/13/2014,U3,Autotheft,10,47.66600663,-122.3122063
12/13/2014,S3,Burglary,10,47.50935216,-122.2595453
12/13/2014,R2,Autotheft,10,47.56228391,-122.3042432
12/13/2014,S3,Autotheft,10,47.50935216,-122.2595453
12/13/2014,W1,Burglary,10,47.57864939,-122.3849859
12/13/2014,W2,Burglary,10,47.56070534,-122.3869494
12/13/2014,F2,Burglary,10,47.52544871,-122.3658197
12/13/2014,F2,Autotheft,10,47.52544871,-122.3658197
12/13/2014,D1,Autotheft,10,47.62744091,-122.3457073
10/13/2014,J2,Burglary,11,47.66133568,-122.3638216
10/13/2014,L2,Burglary,11,47.70955732,-122.3036621
10/13/2014,R1,Burglary,11,47.57581055,-122.2887105
11/13/2014,U1,Autotheft,11,47.68486687,-122.3099149
11/13/2014,O2,Autotheft,11,47.56568576,-122.3309437
11/13/2014,S2,Autotheft,11,47.52635109,-122.2740975
11/13/2014,Q2,Burglary,11,47.64285158,-122.3626752
12/13/2014,B1,Burglary,11,47.70977611,-122.3709884
12/13/2014,S1,Autotheft,11,47.54393199,-122.2864787
12/13/2014,F2,Burglary,11,47.52544871,-122.3658197
12/13/2014,W3,Autotheft,11,47.52554975,-122.3845849
10/13/2014,B3,Burglary,12,47.68129096,-122.3642373
10/13/2014,U2,Burglary,12,47.65855295,-122.3065966
10/13/2014,W2,Burglary,12,47.56070534,-122.3869494
11/13/2014,F3,Theft,12,47.52610349,-122.3363907
12/13/2014,B3,Burglary,12,47.68129096,-122.3642373
12/13/2014,J3,Autotheft,12,47.65637666,-122.33647
12/13/2014,R1,Burglary,12,47.57581055,-122.2887105
12/13/2014,S2,Burglary,12,47.52635109,-122.2740975
12/13/2014,S2,Autotheft,12,47.52635109,-122.2740975
12/13/2014,Q2,Autotheft,12,47.64285158,-122.3626752
10/13/2014,C1,Autotheft,13,47.63424905,-122.3156873
10/13/2014,U1,Burglary,13,47.68486687,-122.3099149
10/13/2014,J2,Autotheft,13,47.66133568,-122.3638216
10/13/2014,R2,Burglary,13,47.56228391,-122.3042432
10/13/2014,S2,Burglary,13,47.52635109,-122.2740975
11/13/2014,C1,Autotheft,13,47.63424905,-122.3156873
11/13/2014,L3,Burglary,13,47.68085475,-122.2770349
11/13/2014,J2,Autotheft,13,47.66133568,-122.3638216
11/13/2014,U2,Autotheft,13,47.65855295,-122.3065966
11/13/2014,Q2,Autotheft,13,47.64285158,-122.3626752
11/13/2014,J1,Autotheft,14,47.67680873,-122.337901
11/13/2014,J3,Autotheft,14,47.65637666,-122.33647
12/13/2014,J3,Burglary,14,47.65637666,-122.33647
12/13/2014,W3,Burglary,14,47.52554975,-122.3845849
10/13/2014,E3,Autotheft,15,47.60316057,-122.3193215
10/13/2014,J1,Autotheft,15,47.67680873,-122.337901
10/13/2014,J3,Autotheft,15,47.65637666,-122.33647
10/13/2014,U2,Autotheft,15,47.65855295,-122.3065966
10/13/2014,O3,Theft,15,47.53458317,-122.303027
10/13/2014,S2,Autotheft,15,47.52635109,-122.2740975
10/13/2014,S3,Autotheft,15,47.50935216,-122.2595453
11/13/2014,U1,Burglary,15,47.68486687,-122.3099149
11/13/2014,N3,Autotheft,15,47.70449976,-122.329962
11/13/2014,Q3,Burglary,15,47.62697867,-122.3628092
10/13/2014,O1,Autotheft,16,47.58228464,-122.3118019
10/13/2014,W3,Burglary,16,47.52554975,-122.3845849
11/13/2014,O1,Autotheft,16,47.58228464,-122.3118019
11/13/2014,S1,Autotheft,16,47.54393199,-122.2864787
12/13/2014,L3,Burglary,16,47.68085475,-122.2770349
12/13/2014,F1,Theft,16,47.54835231,-122.3548642
12/13/2014,W2,Autotheft,16,47.56070534,-122.3869494
10/13/2014,F1,Theft,17,47.54835231,-122.3548642
12/13/2014,U1,Autotheft,17,47.68486687,-122.3099149
10/13/2014,S1,Burglary,18,47.54393199,-122.2864787
10/13/2014,R3,Theft,18,47.55279355,-122.2682133
11/13/2014,S3,Theft,18,47.50935216,-122.2595453
11/13/2014,F1,Theft,18,47.54835231,-122.3548642
12/13/2014,C3,Theft,18,47.63007879,-122.2920892
12/13/2014,R2,Burglary,18,47.56228391,-122.3042432
12/13/2014,O3,Theft,18,47.53458317,-122.303027
10/13/2014,O1,Theft,19,47.58228464,-122.3118019
10/13/2014,R2,Theft,19,47.56228391,-122.3042432
10/13/2014,S3,Theft,19,47.50935216,-122.2595453
10/13/2014,N3,Autotheft,20,47.70449976,-122.329962
11/13/2014,O3,Theft,20,47.53458317,-122.303027
10/13/2014,S1,Theft,21,47.54393199,-122.2864787
11/13/2014,N2,Theft,21,47.69846887,-122.3518691
11/13/2014,Q3,Theft,21,47.62697867,-122.3628092
11/13/2014,S1,Theft,22,47.54393199,-122.2864787
11/13/2014,W2,Theft,22,47.56070534,-122.3869494
12/13/2014,O1,Theft,22,47.58228464,-122.3118019
11/13/2014,G1,Theft,23,47.60913583,-122.3079013
11/13/2014,S2,Theft,23,47.52635109,-122.2740975
11/13/2014,W3,Theft,23,47.52554975,-122.3845849
12/13/2014,F3,Theft,23,47.52610349,-122.3363907
10/13/2014,F3,Theft,24,47.52610349,-122.3363907
11/13/2014,G3,Theft,24,47.60318104,-122.2924006
12/13/2014,E3,Theft,24,47.60316057,-122.3193215
12/13/2014,G3,Theft,24,47.60318104,-122.2924006
10/13/2014,U3,Theft,25,47.66600663,-122.3122063
10/13/2014,S2,Theft,25,47.52635109,-122.2740975
10/13/2014,W2,Theft,25,47.56070534,-122.3869494
11/13/2014,R2,Theft,25,47.56228391,-122.3042432
11/13/2014,E1,Theft,26,47.62034695,-122.3244215
11/13/2014,W1,Theft,26,47.57864939,-122.3849859
11/13/2014,Q1,Theft,26,47.65026072,-122.4000072
12/13/2014,E1,Theft,26,47.62034695,-122.3244215
12/13/2014,W1,Theft,26,47.57864939,-122.3849859
10/13/2014,C3,Theft,27,47.63007879,-122.2920892
11/13/2014,L1,Theft,27,47.7265467,-122.3026333
11/13/2014,U3,Theft,27,47.66600663,-122.3122063
11/13/2014,R3,Theft,27,47.55279355,-122.2682133
11/13/2014,M1,Theft,27,47.61575667,-122.3508697
12/13/2014,L2,Theft,27,47.70955732,-122.3036621
12/13/2014,N3,Autotheft,27,47.70449976,-122.329962
12/13/2014,R2,Theft,27,47.56228391,-122.3042432
10/13/2014,G3,Theft,28,47.60318104,-122.2924006
10/13/2014,W1,Theft,28,47.57864939,-122.3849859
10/13/2014,Q1,Theft,28,47.65026072,-122.4000072
10/13/2014,Q2,Theft,28,47.64285158,-122.3626752
12/13/2014,C2,Theft,28,47.61923678,-122.3135591
12/13/2014,U3,Theft,28,47.66600663,-122.3122063
12/13/2014,S3,Theft,28,47.50935216,-122.2595453
10/13/2014,B1,Theft,29,47.70977611,-122.3709884
10/13/2014,F2,Theft,29,47.52544871,-122.3658197
10/13/2014,Q3,Theft,29,47.62697867,-122.3628092
11/13/2014,R3,Burglary,29,47.55279355,-122.2682133
10/13/2014,C2,Theft,30,47.61923678,-122.3135591
10/13/2014,G1,Theft,30,47.60913583,-122.3079013
10/13/2014,W3,Theft,30,47.52554975,-122.3845849
12/13/2014,S1,Theft,30,47.54393199,-122.2864787
10/13/2014,E3,Theft,31,47.60316057,-122.3193215
10/13/2014,R1,Theft,31,47.57581055,-122.2887105
11/13/2014,O1,Theft,31,47.58228464,-122.3118019
12/13/2014,W3,Theft,31,47.52554975,-122.3845849
12/13/2014,K2,Theft,31,47.59989128,-122.3268156
12/13/2014,N2,Theft,32,47.69846887,-122.3518691
12/13/2014,O2,Theft,32,47.56568576,-122.3309437
12/13/2014,R3,Theft,32,47.55279355,-122.2682133
11/13/2014,E3,Theft,33,47.60316057,-122.3193215
11/13/2014,O2,Theft,33,47.56568576,-122.3309437
12/13/2014,W2,Theft,33,47.56070534,-122.3869494
12/13/2014,Q1,Theft,33,47.65026072,-122.4000072
10/13/2014,L1,Theft,34,47.7265467,-122.3026333
11/13/2014,C3,Theft,34,47.63007879,-122.2920892
12/13/2014,B1,Theft,34,47.70977611,-122.3709884
10/13/2014,L3,Theft,35,47.68085475,-122.2770349
10/13/2014,N1,Theft,35,47.72268665,-122.34046
12/13/2014,S2,Theft,35,47.52635109,-122.2740975
10/13/2014,J2,Theft,36,47.66133568,-122.3638216
11/13/2014,L3,Theft,36,47.68085475,-122.2770349
10/13/2014,E1,Theft,37,47.62034695,-122.3244215
10/13/2014,N2,Theft,37,47.69846887,-122.3518691
11/13/2014,F2,Theft,37,47.52544871,-122.3658197
12/13/2014,C1,Theft,37,47.63424905,-122.3156873
12/13/2014,B2,Theft,37,47.67905116,-122.39175
12/13/2014,N1,Theft,37,47.72268665,-122.34046
10/13/2014,L2,Theft,38,47.70955732,-122.3036621
11/13/2014,B3,Theft,38,47.68129096,-122.3642373
11/13/2014,D2,Theft,38,47.62565397,-122.3313709
12/13/2014,G1,Theft,38,47.60913583,-122.3079013
12/13/2014,G2,Theft,38,47.59589351,-122.3066351
12/13/2014,M1,Theft,38,47.61575667,-122.3508697
10/13/2014,J3,Theft,39,47.65637666,-122.33647
10/13/2014,O2,Theft,39,47.56568576,-122.3309437
10/13/2014,M1,Theft,39,47.61575667,-122.3508697
11/13/2014,C2,Theft,39,47.61923678,-122.3135591
11/13/2014,L2,Theft,39,47.70955732,-122.3036621
11/13/2014,K2,Theft,39,47.59989128,-122.3268156
11/13/2014,B1,Theft,40,47.70977611,-122.3709884
11/13/2014,U1,Theft,40,47.68486687,-122.3099149
12/13/2014,L3,Theft,40,47.68085475,-122.2770349
12/13/2014,Q2,Theft,40,47.64285158,-122.3626752
10/13/2014,B2,Theft,41,47.67905116,-122.39175
10/13/2014,J1,Theft,41,47.67680873,-122.337901
12/13/2014,J3,Theft,41,47.65637666,-122.33647
10/13/2014,U1,Theft,42,47.68486687,-122.3099149
11/13/2014,R1,Theft,42,47.57581055,-122.2887105
12/13/2014,Q3,Theft,42,47.62697867,-122.3628092
10/13/2014,B3,Theft,43,47.68129096,-122.3642373
10/13/2014,C1,Theft,44,47.63424905,-122.3156873
11/13/2014,B2,Theft,44,47.67905116,-122.39175
12/13/2014,U1,Theft,44,47.68486687,-122.3099149
10/13/2014,K2,Theft,45,47.59989128,-122.3268156
11/13/2014,J1,Theft,45,47.67680873,-122.337901
12/13/2014,F2,Theft,45,47.52544871,-122.3658197
10/13/2014,D3,Theft,46,47.6103476,-122.3286556
11/13/2014,C1,Theft,46,47.63424905,-122.3156873
11/13/2014,D1,Theft,46,47.62744091,-122.3457073
12/13/2014,D2,Theft,46,47.62565397,-122.3313709
12/13/2014,R1,Theft,47,47.57581055,-122.2887105
10/13/2014,D2,Theft,49,47.62565397,-122.3313709
11/13/2014,Q2,Theft,49,47.64285158,-122.3626752
12/13/2014,J1,Theft,49,47.67680873,-122.337901
12/13/2014,L1,Theft,49,47.7265467,-122.3026333
12/13/2014,D3,Theft,49,47.6103476,-122.3286556
11/13/2014,D3,Theft,50,47.6103476,-122.3286556
11/13/2014,G2,Theft,51,47.59589351,-122.3066351
11/13/2014,J3,Theft,53,47.65637666,-122.33647
11/13/2014,N1,Theft,54,47.72268665,-122.34046
10/13/2014,G2,Theft,55,47.59589351,-122.3066351
10/13/2014,D1,Theft,55,47.62744091,-122.3457073
12/13/2014,K3,Theft,57,47.59039595,-122.3335465
11/13/2014,E2,Theft,59,47.61184148,-122.3201628
11/13/2014,K3,Theft,61,47.59039595,-122.3335465
10/13/2014,E2,Theft,63,47.61184148,-122.3201628
12/13/2014,U2,Theft,63,47.65855295,-122.3065966
11/13/2014,J2,Theft,64,47.66133568,-122.3638216
10/13/2014,K3,Theft,67,47.59039595,-122.3335465
11/13/2014,U2,Theft,68,47.65855295,-122.3065966
12/13/2014,B3,Theft,68,47.68129096,-122.3642373
11/13/2014,N3,Theft,69,47.70449976,-122.329962
12/13/2014,M3,Theft,69,47.60775547,-122.3408984
12/13/2014,J2,Theft,70,47.66133568,-122.3638216
10/13/2014,N3,Theft,71,47.70449976,-122.329962
11/13/2014,K1,Theft,71,47.60775354,-122.3341093
12/13/2014,E2,Theft,73,47.61184148,-122.3201628
11/13/2014,M2,Theft,74,47.61461326,-122.3402772
12/13/2014,N3,Theft,74,47.70449976,-122.329962
10/13/2014,M2,Theft,77,47.61461326,-122.3402772
12/13/2014,K1,Theft,77,47.60775354,-122.3341093
10/13/2014,U2,Theft,79,47.65855295,-122.3065966
12/13/2014,M2,Theft,81,47.61461326,-122.3402772
12/13/2014,D1,Theft,82,47.62744091,-122.3457073
10/13/2014,K1,Theft,84,47.60775354,-122.3341093
11/13/2014,M3,Theft,88,47.60775547,-122.3408984
10/13/2014,M3,Theft,134,47.60775547,-122.3408984
